"statement_date","transaction_date","posting_date","description","amount","currency_amount","currency_code","exchange_rate","source_file"
"2025-05-05","2025-04-14","2025-04-15","UBER *TRIP HELP.UBER.CO","113.24","78.94","USD","1.43450","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-14","2025-04-15","SKY MARKET CENTER CORE B DENVER","16.78","11.70","USD","1.43418","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-15","2025-04-16","PAYMENT - THANK YOU","-3413.32","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-16","2025-04-16","Deciem Distribution Inc. Toronto","51.13","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-19","2025-04-21","SP ALBURA BEAUTY SUP MARKHAM","33.09","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-19","2025-04-21","UBER CANADA/UBERTRIP TORONTO","22.76","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-19","2025-04-21","SHOPPERS DRUG MART #35 CALGARY","40.95","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-19","2025-04-22","SOBEYS MILLRISE #5064 CALGARY","5.24","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-23","2025-04-24","HUSKY 52453 CALGARY","24.47","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-25","2025-04-28","SQ *STL OCARINA Arlington","20.81","14.60","USD","1.42534","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-25","2025-04-28","GOLDEN CACTUS FOOD TRUCK CALGARY","19.95","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-25","2025-04-28","SQ *WILD ROSE GIFT BOX CO MORLEY","125.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-25","2025-04-28","MCDONALD'S #9287 CALGARY","9.22","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-05-01","2025-05-02","CALGARY DENTAL HOUSE CALGARY","420.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-05-02","2025-05-02","BOARDWALK FRIES BURGER CALGARY","23.67","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-05-01","2025-05-05","VALUE VILLAGE # 2019 CALGARY","47.70","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-05-04","2025-05-05","LS BEELAND SPILLIMACHEE","28.59","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-05-04","2025-05-05","TOTALITEA CALGARY","42.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-05-04","2025-05-05","HEARTS CHOICES INC. CALGARY","17.20","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-05-04","2025-05-05","JELLY MODERN DOUGHNUTS CALGARY","8.30","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-06-03","2025-05-06","2025-05-07","PAYMENT - THANK YOU","-1259.35","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-09","2025-05-12","UBER* TRIP UBER.COM/CA/","27.67","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-09","2025-05-12","BARBARELLA BAR CALGARY","78.12","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-10","2025-05-12","UBER CANADA/UBERTRIP TORONTO","27.76","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-11","2025-05-12","GREENGATE GARDEN CENTRES CALGARY","311.59","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-11","2025-05-14","SOBEYS MILLRISE #5064 CALGARY","88.21","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-12","2025-05-14","WESTJET 8382197095434 CALGARY","667.53","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-13","2025-05-14","CRUMBL DEERFOOT CITY TORONTO","19.48","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-13","2025-05-15","HILTON HOTELS 905-8211981","327.84","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-13","2025-05-15","BOOSTER JUICE # 432 CALGARY","14.47","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-17","2025-05-20","DOLLAR WORLD CALGARY","22.53","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-17","2025-05-20","LES MOULINS LA FAYETTE CALGARY","28.88","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-17","2025-05-20","A&W #1395 CALGARY","8.17","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-17","2025-05-20","GORO + GUN CALGARY","34.65","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-18","2025-05-20","SQ *THE CANADIAN BREW HOU Calgary . .............................. Optional TD Credit Card Payment Protection Plan can make payments towards your outstanding credit card balance if you experience a covered event. Conditions apply. Learn more at td.com/bpi. ........................................","89.39","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-18","2025-05-20","UBER CANADA/UBERTRIP TORONTO","27.06","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-18","2025-05-20","RONA+ CROSSIRON 88007 ROCKY VIEW C","169.62","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-18","2025-05-20","La Senza 7336 Rockyview","31.42","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-18","2025-05-20","RWCO 2265 Rocky View","43.66","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-18","2025-05-20","SECOND CUP 9596 ROCKY VIEW C","14.49","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-19","2025-05-20","SP ATHLETESHAVEN ROSETOWN","173.25","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-19","2025-05-20","STYLEFAV* O #152869 NORTH YORK","105.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-21","2025-05-22","SQSP* INV182959385 SQUARESPACE.","252.61","176.40","USD","1.43202","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-21","2025-05-22","EASYJET AIR K9KG9VG WWW.EASYJET.","650.31","454.12","USD","1.43202","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-20","2025-05-23","AIR CAN* 0142122042264 AIRCANADA.CO","311.34","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-20","2025-05-23","AIR CAN* 0142122042265 AIRCANADA.CO","311.34","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-22","2025-05-23","UBER CANADA/UBERTRIP TORONTO","37.31","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-23","2025-05-26","PADDLE.NET* EVOTO London","190.79","134.00","USD","1.42380","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-23","2025-05-26","UBER CANADA/UBERTRIP TORONTO","31.36","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-23","2025-05-26","TROPICAL CALGARY","89.84","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-24","2025-05-26","UBER CANADA/UBERTRIP TORONTO","27.02","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-24","2025-05-26","UBER CANADA/UBERTRIP TORONTO","29.35","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-25","2025-05-26","GOODWILL PLAZA STORE CALGARY","15.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-25","2025-05-26","DOLLARAMA #1346 CALGARY","3.41","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-26","2025-05-26","RWCO 2201 Calgary","36.71","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-25","2025-05-27","VALUE VILLAGE #2165 CALGARY","39.97","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-29","2025-05-30","HUSKY 52453 CALGARY","6.45","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-30","2025-05-30","Peters Drive In Calgary","32.66","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-30","2025-06-02","UBER CANADA/UBERTRIP TORONTO","19.09","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-30","2025-06-02","HILTON MEADOWVALE FB MISSISSAUGA","23.73","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-30","2025-06-02","STARBUCKS-INT'L.-POST- CALGARY","7.30","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-30","2025-06-02","HUDSON ST 2182 CALGARY","13.70","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-31","2025-06-02","UBER* TRIP UBER.COM/CA/","37.82","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-31","2025-06-02","UBER CANADA/UBERTRIP TORONTO","11.65","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-05-31","2025-06-02","M.T. BELLIES TAP & GRILLH WELLAND","46.89","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-06-01","2025-06-02","Subway 68339 Mississauga","13.20","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-06-01","2025-06-02","UBER CANADA/UBERTRIP TORONTO","1.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-06-01","2025-06-02","UBER CANADA/UBERTRIP TORONTO","31.79","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-06-01","2025-06-03","WESTJET CALGARY","12.59","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-06-03","2025-06-02","2025-06-03","CALGARY DENTAL HOUSE CALGARY","420.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jun_03-2025.pdf"
"2025-07-03","2025-06-03","2025-06-04","MOORES GREENHOUSE STRATHMORE","19.43","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-03","2025-06-05","UBER CANADA/UBERTRIP TORONTO","24.85","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-04","2025-06-05","UBER CANADA/UBERTRIP TORONTO","26.66","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-04","2025-06-05","PAYMENT - THANK YOU","-5015.02","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-03","2025-06-06","SOBEYS COUNTRY HILLS #548 CALGARY","100.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-07","2025-06-09","SQ *CLASSICS COLLECTIVE 8774174551","800.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-15","2025-06-16","UBER CANADA/UBERTRIP TORONTO","47.76","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-19","2025-06-20","HUSKY 52453 CALGARY","10.53","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-21","2025-06-23","HELENS PLACE CALGARY","26.70","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-21","2025-06-23","HELENS PLACE CALGARY","25.38","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-21","2025-06-23","KALYNA STORE CALGARY","15.27","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-22","2025-06-23","SEPHORA CHINOOK CALGARY","31.50","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-25","2025-06-27","SHOPPERS DRUG MART #03 CALGARY","17.12","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-27","2025-06-30","MOONLIGHT & ELI CALGARY","50.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-28","2025-06-30","UPPBEAT SUBSCRIPTION LEEDS","66.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-29","2025-06-30","Sporting Life SOUTHCENTRE CALGARY","77.66","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-29","2025-06-30","BKG*HOTEL AT BOOKING.C (888)850-395","353.33","214.20","EUR","1.64953","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-29","2025-06-30","UBER CANADA/UBERTRIP TORONTO","12.27","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-29","2025-06-30","American Eagle 919 Calgary","43.54","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-29","2025-06-30","MR. PUFFS SOUTH TRAIL CALGARY","18.88","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-29","2025-06-30","SHOPPERS DRUG MART 316 CALGARY","37.71","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-29","2025-06-30","SHOPPERS DRUG MART 316 CALGARY","55.41","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-29","2025-06-30","WINNERS 466 CALGARY","125.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-29","2025-06-30","SEPHORA SOUTH CALGARY CALGARY","67.20","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-06-29","2025-06-30","ARITZIA SOUTH CENTRE 1 CALGARY","131.25","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-07-03","2025-07-02","2025-07-03","CALGARY DENTAL HOUSE CALGARY","420.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jul_03-2025.pdf"
"2025-08-05","2025-07-03","2025-07-04","MEYER FEINKOST GMBH FRANKFURT","41.69","25.24","EUR","1.65174","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-05","2025-07-07","EVA 1575 ZHOVKVA","12.89","385.28","UAH","0.03345","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-05","2025-07-07","FOP ANDRUSEIKO O. V. KRAM ZHOVKVA","33.63","1004.98","UAH","0.03346","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-06","2025-07-07","AZS OKKO 66 LV ZHOVKVA","5.92","177.00","UAH","0.03344","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-06","2025-07-07","MAGAZYN 450 ZHOVKVA","22.73","679.18","UAH","0.03346","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-06","2025-07-07","KAFE KASTIL KOFE ZHOVKVA","3.18","95.00","UAH","0.03347","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-07","2025-07-08","AVRORA ZHOVKVA","8.07","241.00","UAH","0.03348","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-07","2025-07-08","A1890 ZHOVKVA","5.66","169.00","UAH","0.03349","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-07","2025-07-08","ZOLOTYI VIK ZHOVKVA","230.15","6877.00","UAH","0.03346","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-09","2025-07-09","FREEDOM MOBILE 877-946-3184","88.15","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-09","2025-07-10","FOP ANDRUSEIKO O. V. KRAM ZHOVKVA","4.51","134.17","UAH","0.03361","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-10","2025-07-14","CapCut SINGAPORE","209.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-11","2025-07-14","APTEKA 61 ZHOVKVA","0.60","18.00","UAH","0.03333","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-11","2025-07-14","A1890 ZHOVKVA","8.32","247.40","UAH","0.03362","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-12","2025-07-14","MAGAZIN VA 1575 ZHOVKVA","19.87","590.39","UAH","0.03365","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-12","2025-07-14","RUKAVYCHKA ZHOVKVA","14.66","435.43","UAH","0.03366","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-12","2025-07-14","ZHOVKIVSKYJ ZAMOK ZHOVKVA","13.46","400.00","UAH","0.03364","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-13","2025-07-15","K46 ALL STARS SHOP LVIV","87.84","2610.00","UAH","0.03365","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-14","2025-07-15","SUSHILAB ZHOVKVA","29.95","890.00","UAH","0.03365","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-14","2025-07-15","Moulin Rouge - Paris Paris","410.78","250.00","EUR","1.64312","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-14","2025-07-15","SPOZHYVCHYJ KOSHYK ZHOVKVA","0.57","17.00","UAH","0.03352","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-14","2025-07-15","PAYMENT - THANK YOU","-3062.01","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-16","2025-07-17","RUKAVYCHKA ZHOVKVA","5.60","166.30","UAH","0.03367","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-17","2025-07-18","MAGAZIN ALLORO ZHOVKVA","10.57","313.40","UAH","0.03372","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-17","2025-07-18","ROSANA ZHOVKVA","11.97","355.12","UAH","0.03370","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-17","2025-07-18","SOROKA DENT ZHOVKVA","10.12","300.00","UAH","0.03373","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-18","2025-07-21","RUKAVYCHKA ZHOVKVA","16.18","479.30","UAH","0.03375","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-18","2025-07-21","AVRORA ZHOVKVA","1.01","30.00","UAH","0.03366","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-19","2025-07-21","PARK84 ZHOVKVA","21.23","630.00","UAH","0.03369","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-20","2025-07-21","APTEKAMUZEYPIDCHORNIMORLO LVOV","5.39","160.00","UAH","0.03368","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-20","2025-07-21","MollisCoffee LVIV","4.38","130.00","UAH","0.03369","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-20","2025-07-21","ANCHOUSNA VID CHORNOMORKY MISTO LVIV","80.71","2395.00","UAH","0.03369","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-21","2025-07-22","DYVOTSIN ZHOVKVA ZHOVKVA","3.85","114.51","UAH","0.03362","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-21","2025-07-22","a.saily London","12.68","8.99","USD","1.41045","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-21","2025-07-22","CHAT.VERSAILLES 4312134 78VERSAILLES","104.98","64.00","EUR","1.64031","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-22","2025-07-23","MPK KRAKOW KKM 110 KRAKOW","3.12","8.00","PLN","0.39000","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-22","2025-07-23","Youmiko Sushi Bar KRAKOW","135.36","348.00","PLN","0.38896","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-22","2025-07-23","ORLEN STACJA NR 4623 SKOLOSZOW","2.33","5.99","PLN","0.38898","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-23","2025-07-24","SUMUP *KIOSQUE BAROUDI PARIS","59.09","36.00","EUR","1.64138","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-23","2025-07-24","SUMUP *EGGENS RIDES LE PECQ","101.77","62.00","EUR","1.64145","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-23","2025-07-24","UBER *TRIP HELP.UBER.CO","18.22","46.90","PLN","0.38848","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-23","2025-07-24","MPL SERVICES SP. Z O.O. BALICE","28.76","74.00","PLN","0.38864","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-23","2025-07-24","THE FOOD LAB PARIS","11.49","7.00","EUR","1.64142","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-23","2025-07-24","FRIT'BEAFF MONTMACQ","19.70","12.00","EUR","1.64166","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-24","2025-07-25","MAISON DESVAUX 4037333 78VERSAILLES","13.13","8.00","EUR","1.64125","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-24","2025-07-25","SNCF VOYAGEURS VERSAILLES","4.10","2.50","EUR","1.63999","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-24","2025-07-25","SNCF VOYAGEURS PUTEAUX","8.21","5.00","EUR","1.64200","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-24","2025-07-25","SNCF VOYAGEURS PUTEAUX","8.21","5.00","EUR","1.64200","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-24","2025-07-25","RMNGP VERSAILLES2311398 75PARIS","9.85","6.00","EUR","1.64166","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-24","2025-07-25","RATP PARIS","6.57","4.00","EUR","1.64250","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-24","2025-07-25","RATP PARIS","4.10","2.50","EUR","1.63999","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-24","2025-07-25","RATP PARIS","4.10","2.50","EUR","1.63999","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-25","2025-07-28","AIR CANADA 0144292139827 PARIS","93.58","57.00","EUR","1.64175","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-25","2025-07-28","AIR CANADA 0144292139828 PARIS","93.58","57.00","EUR","1.64175","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-26","2025-07-28","TOTALITEA CALGARY","42.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-26","2025-07-28","HEARTS CHOICES INC. CALGARY","9.25","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-26","2025-07-28","SQ *FANTASY DONUTS AND PR Calgary","7.50","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-07-26","2025-07-28","SPRINGVALE FINE FOODS LTD ROCKYFORD","10.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
